timestamp,open,high,low,close,volume
2026-08-06T09:15:00+05:30,24687.0,24698.1,24672.3,24690.9,677
2026-08-06T09:16:00+05:30,24694.1,24710.0,24684.9,24699.2,492
2026-08-06T09:17:00+05:30,24699.2,24718.0,24699.1,24715.1,490
2026-08-06T09:18:00+05:30,24716.2,24719.9,24696.3,24699.5,236
2026-08-06T09:19:00+05:30,24700.0,24702.0,24693.1,24700.0,245
2026-08-06T09:20:00+05:30,24701.6,24715.0,24698.0,24715.0,218
2026-08-06T09:21:00+05:30,24710.0,24715.0,24701.5,24709.9,175
2026-08-06T09:22:00+05:30,24713.0,24715.5,24711.9,24715.5,269
2026-08-06T09:23:00+05:30,24715.0,24719.9,24713.0,24718.5,127
2026-08-06T09:24:00+05:30,24718.5,24719.1,24713.0,24715.0,120
2026-08-06T09:25:00+05:30,24713.0,24715.0,24704.6,24710.0,200
2026-08-06T09:26:00+05:30,24715.0,24719.0,24712.4,24717.0,182
2026-08-06T09:27:00+05:30,24717.0,24724.0,24713.5,24717.1,548
2026-08-06T09:28:00+05:30,24720.0,24720.0,24715.0,24715.0,118
2026-08-06T09:29:00+05:30,24715.0,24719.5,24709.9,24717.5,178
2026-08-06T09:30:00+05:30,24717.5,24725.0,24716.4,24724.0,227
2026-08-06T09:31:00+05:30,24724.1,24730.0,24715.0,24720.0,412
2026-08-06T09:32:00+05:30,24714.0,24723.3,24714.0,24716.1,101
2026-08-06T09:33:00+05:30,24716.1,24720.0,24712.5,24715.0,246
2026-08-06T09:34:00+05:30,24715.0,24720.0,24701.0,24715.0,346
2026-08-06T09:35:00+05:30,24715.0,24722.0,24709.0,24719.6,245
2026-08-06T09:36:00+05:30,24720.0,24722.0,24708.8,24713.1,157
2026-08-06T09:37:00+05:30,24712.9,24719.2,24710.0,24713.0,82
2026-08-06T09:38:00+05:30,24712.5,24725.0,24712.5,24724.1,116
2026-08-06T09:39:00+05:30,24724.0,24727.5,24720.6,24724.9,132
2026-08-06T09:40:00+05:30,24725.0,24727.0,24719.5,24725.7,140
2026-08-06T09:41:00+05:30,24725.6,24728.0,24725.0,24725.0,118
2026-08-06T09:42:00+05:30,24722.1,24725.4,24719.6,24720.1,99
2026-08-06T09:43:00+05:30,24720.0,24725.3,24719.8,24720.5,98
2026-08-06T09:44:00+05:30,24725.0,24729.0,24719.3,24727.8,111
2026-08-06T09:45:00+05:30,24729.0,24735.0,24726.4,24732.6,234
2026-08-06T09:46:00+05:30,24732.6,24735.0,24725.0,24734.1,160
2026-08-06T09:47:00+05:30,24733.6,24739.0,24728.7,24739.0,319
2026-08-06T09:48:00+05:30,24734.6,24750.0,24734.6,24747.6,824
2026-08-06T09:49:00+05:30,24743.1,24749.0,24740.0,24745.9,139
2026-08-06T09:50:00+05:30,24746.3,24750.0,24742.4,24750.0,206
2026-08-06T09:51:00+05:30,24749.9,24750.0,24741.1,24746.0,139
2026-08-06T09:52:00+05:30,24743.6,24749.0,24743.6,24748.0,121
2026-08-06T09:53:00+05:30,24747.6,24747.6,24741.5,24742.8,112
2026-08-06T09:54:00+05:30,24746.0,24750.0,24739.7,24745.1,210
2026-08-06T09:55:00+05:30,24745.0,24745.0,24739.1,24741.5,62
2026-08-06T09:56:00+05:30,24740.4,24740.8,24721.0,24730.0,309
2026-08-06T09:57:00+05:30,24730.0,24731.0,24724.9,24729.9,60
2026-08-06T09:58:00+05:30,24730.0,24736.1,24728.6,24732.3,59
2026-08-06T09:59:00+05:30,24732.2,24732.2,24721.0,24721.0,84
2026-08-06T10:00:00+05:30,24724.0,24724.0,24705.9,24716.7,142
2026-08-06T10:01:00+05:30,24711.7,24716.1,24708.0,24713.6,86
2026-08-06T10:02:00+05:30,24713.7,24713.7,24697.1,24700.0,243
2026-08-06T10:03:00+05:30,24697.0,24700.0,24693.0,24695.0,83
2026-08-06T10:04:00+05:30,24695.0,24700.0,24692.0,24700.0,120
2026-08-06T10:05:00+05:30,24700.0,24700.0,24693.0,24695.1,45
2026-08-06T10:06:00+05:30,24695.0,24702.8,24695.0,24698.8,291
2026-08-06T10:07:00+05:30,24700.0,24710.0,24700.0,24704.0,58
2026-08-06T10:08:00+05:30,24706.7,24708.1,24701.5,24702.0,29
2026-08-06T10:09:00+05:30,24701.0,24709.8,24700.0,24704.6,43
2026-08-06T10:10:00+05:30,24709.8,24715.6,24707.1,24714.5,92
2026-08-06T10:11:00+05:30,24710.5,24714.6,24705.0,24705.0,35
2026-08-06T10:12:00+05:30,24712.0,24721.0,24705.0,24719.7,104
2026-08-06T10:13:00+05:30,24721.0,24727.5,24715.6,24715.6,77
2026-08-06T10:14:00+05:30,24718.6,24723.7,24715.3,24715.6,63
2026-08-06T10:15:00+05:30,24717.1,24718.4,24711.1,24715.1,101
2026-08-06T10:16:00+05:30,24714.5,24718.8,24711.2,24718.8,52
2026-08-06T10:17:00+05:30,24719.0,24720.8,24711.1,24711.1,65
2026-08-06T10:18:00+05:30,24711.2,24714.8,24709.6,24713.1,46
2026-08-06T10:19:00+05:30,24713.1,24716.7,24697.8,24704.4,114
2026-08-06T10:20:00+05:30,24711.0,24716.1,24699.6,24709.1,57
2026-08-06T10:21:00+05:30,24714.0,24719.4,24710.4,24718.1,31
2026-08-06T10:22:00+05:30,24718.1,24722.0,24713.0,24721.0,136
2026-08-06T10:23:00+05:30,24723.1,24724.7,24720.0,24724.6,36
2026-08-06T10:24:00+05:30,24724.5,24728.8,24722.8,24727.1,63
2026-08-06T10:25:00+05:30,24728.7,24728.7,24720.0,24720.1,35
2026-08-06T10:26:00+05:30,24718.3,24722.7,24716.1,24722.1,38
2026-08-06T10:27:00+05:30,24720.9,24724.9,24715.0,24720.6,45
2026-08-06T10:28:00+05:30,24716.1,24724.3,24715.6,24724.0,20
2026-08-06T10:29:00+05:30,24717.0,24727.7,24717.0,24727.1,40
2026-08-06T10:30:00+05:30,24720.0,24726.4,24720.0,24721.2,12
2026-08-06T10:31:00+05:30,24721.2,24725.0,24721.2,24724.6,26
2026-08-06T10:32:00+05:30,24726.2,24727.5,24723.1,24725.0,50
2026-08-06T10:33:00+05:30,24727.4,24731.9,24726.1,24728.0,91
2026-08-06T10:34:00+05:30,24725.0,24729.7,24723.1,24723.1,55
2026-08-06T10:35:00+05:30,24721.4,24725.2,24720.0,24724.2,48
2026-08-06T10:36:00+05:30,24725.0,24725.0,24721.0,24725.0,69
2026-08-06T10:37:00+05:30,24725.0,24728.8,24721.0,24723.1,182
2026-08-06T10:38:00+05:30,24720.2,24730.5,24720.0,24730.5,66
2026-08-06T10:39:00+05:30,24729.5,24730.3,24725.3,24727.3,24
2026-08-06T10:40:00+05:30,24727.3,24728.5,24721.0,24725.5,72
2026-08-06T10:41:00+05:30,24721.4,24725.0,24720.0,24721.4,29
2026-08-06T10:42:00+05:30,24720.0,24725.3,24720.0,24725.0,22
2026-08-06T10:43:00+05:30,24724.7,24725.3,24720.0,24724.6,43
2026-08-06T10:44:00+05:30,24723.1,24724.6,24723.1,24724.6,24
2026-08-06T10:45:00+05:30,24724.0,24724.6,24720.0,24723.5,22
2026-08-06T10:46:00+05:30,24720.0,24721.1,24714.8,24718.1,70
2026-08-06T10:47:00+05:30,24714.6,24720.0,24713.8,24715.1,18
2026-08-06T10:48:00+05:30,24713.8,24716.9,24705.0,24714.9,80
2026-08-06T10:49:00+05:30,24709.4,24718.0,24709.1,24717.3,16
2026-08-06T10:50:00+05:30,24717.1,24717.9,24709.9,24712.6,19
2026-08-06T10:51:00+05:30,24715.1,24715.5,24705.0,24705.0,47
2026-08-06T10:52:00+05:30,24707.0,24707.0,24696.0,24697.0,107
2026-08-06T10:53:00+05:30,24696.0,24703.0,24696.0,24702.8,112
2026-08-06T10:54:00+05:30,24703.0,24716.0,24702.2,24716.0,42
2026-08-06T10:55:00+05:30,24715.1,24716.0,24713.8,24713.8,24
2026-08-06T10:56:00+05:30,24718.8,24723.1,24712.2,24723.1,41
2026-08-06T10:57:00+05:30,24723.1,24725.0,24722.0,24722.0,73
2026-08-06T10:58:00+05:30,24723.1,24725.0,24717.1,24718.8,51
2026-08-06T10:59:00+05:30,24718.9,24722.3,24713.9,24720.2,51
2026-08-06T11:00:00+05:30,24720.2,24723.0,24717.1,24717.1,75
2026-08-06T11:01:00+05:30,24720.0,24720.0,24711.2,24716.6,19
2026-08-06T11:02:00+05:30,24716.0,24716.8,24710.0,24713.4,23
2026-08-06T11:03:00+05:30,24712.4,24720.0,24709.7,24720.0,23
2026-08-06T11:04:00+05:30,24718.5,24720.0,24711.5,24718.0,21
2026-08-06T11:05:00+05:30,24719.6,24725.1,24719.1,24722.4,130
2026-08-06T11:06:00+05:30,24721.1,24721.7,24717.1,24717.1,29
2026-08-06T11:07:00+05:30,24720.8,24720.9,24716.9,24720.9,16
2026-08-06T11:08:00+05:30,24720.0,24722.8,24715.0,24717.4,32
2026-08-06T11:09:00+05:30,24722.8,24728.5,24722.8,24728.5,47
2026-08-06T11:10:00+05:30,24728.8,24730.0,24722.0,24729.1,53
2026-08-06T11:11:00+05:30,24730.0,24735.0,24718.1,24735.0,106
2026-08-06T11:12:00+05:30,24735.0,24737.1,24731.5,24737.1,89
2026-08-06T11:13:00+05:30,24732.1,24737.9,24726.1,24737.9,37
2026-08-06T11:14:00+05:30,24737.0,24739.0,24736.6,24739.0,158
2026-08-06T11:15:00+05:30,24739.0,24744.0,24736.0,24743.9,110
2026-08-06T11:16:00+05:30,24743.0,24743.0,24736.0,24736.0,58
2026-08-06T11:17:00+05:30,24737.1,24743.4,24737.1,24740.6,59
